date,city,temperature_celsius,humidity_percent,precipitation_mm,weather_condition
2023-05-21,Manchester,8.4,77.4,1.5,Rainy
2023-05-22,Manchester,15.5,94.7,0.0,Overcast
2023-05-23,Manchester,15.6,94.2,8.6,Heavy Rain
2023-05-24,Manchester,11.7,75.8,2.9,Cloudy
2023-05-25,Manchester,10.4,65.8,4.6,Rainy
2023-05-26,Manchester,13.6,70.7,11.4,Snowy
2023-05-27,Manchester,19.8,70.1,2.2,Cloudy
2023-05-28,Manchester,20.1,84.7,0.0,Partly Cloudy
2023-05-29,Manchester,15.8,61.0,6.5,Rainy
2023-05-30,Manchester,15.0,73.4,3.2,Snowy
2023-05-31,Manchester,11.9,60.5,2.6,Sunny
2023-06-01,Manchester,13.3,62.2,5.1,Heavy Rain
2023-06-02,Manchester,14.9,72.5,0.0,Rainy
2023-06-03,Manchester,12.7,92.3,0.0,Overcast
2023-06-04,Manchester,14.4,64.8,7.8,Snowy
2023-06-05,Manchester,15.1,73.2,0.0,Partly Cloudy
2023-06-06,Manchester,11.5,61.5,8.2,Rainy
2023-06-07,Manchester,16.6,82.4,1.9,Sunny
2023-06-08,Manchester,12.3,61.5,0.9,Cloudy
2023-06-09,Manchester,19.4,64.7,0.0,Partly Cloudy
2023-06-10,Manchester,18.0,79.3,0.1,Sunny
2023-06-11,Manchester,16.2,77.6,2.9,Rainy
2023-06-12,Manchester,8.2,67.1,1.6,Snowy
2023-06-13,Manchester,19.6,72.8,0.0,Partly Cloudy
2023-06-14,Manchester,10.7,66.1,0.0,Overcast
2023-06-15,Manchester,15.4,65.2,0.7,Sunny
2023-06-16,Manchester,13.9,64.4,2.5,Rainy
2023-06-17,Manchester,14.3,69.0,8.7,Snowy
2023-06-18,Manchester,19.2,84.2,0.9,Cloudy
2023-06-19,Manchester,15.7,69.5,3.9,Overcast
2023-06-20,Manchester,14.7,93.8,1.2,Overcast
2023-06-21,Manchester,14.4,84.0,6.9,Snowy
2023-06-22,Manchester,16.0,88.6,6.7,Rainy
2023-06-23,Manchester,15.4,78.5,1.5,Foggy
2023-06-24,Manchester,16.6,66.3,0.0,Partly Cloudy
2023-06-25,Manchester,16.5,90.0,5.1,Snowy
2023-06-26,Manchester,15.1,90.2,0.0,Foggy
2023-06-27,Manchester,13.1,72.8,5.5,Heavy Rain
2023-06-28,Manchester,18.7,69.4,3.3,Foggy
2023-06-29,Manchester,10.7,70.0,11.9,Snowy
2023-06-30,Manchester,11.3,89.6,8.1,Heavy Rain
2023-07-01,Manchester,14.3,72.7,0.0,Rainy
2023-07-02,Manchester,14.1,68.0,4.0,Rainy
2023-07-03,Manchester,15.3,91.8,0.0,Cloudy
2023-07-04,Manchester,12.8,61.9,1.6,Overcast
2023-07-05,Manchester,13.1,88.1,6.8,Heavy Rain
2023-07-06,Manchester,13.1,93.2,0.2,Cloudy
2023-07-07,Manchester,15.8,62.9,0.0,Partly Cloudy
2023-07-08,Manchester,10.9,62.2,0.5,Rainy
2023-07-09,Manchester,12.0,70.4,2.3,Overcast
2023-07-10,Manchester,14.5,87.0,0.0,Sunny
2023-07-11,Manchester,16.5,75.6,0.0,Sunny
2023-07-12,Manchester,15.8,75.4,0.0,Partly Cloudy
2023-07-13,Manchester,9.1,88.8,0.0,Overcast
2023-07-14,Manchester,14.4,66.5,0.0,Snowy
2023-07-15,Manchester,9.0,86.4,0.0,Foggy
2023-07-16,Manchester,15.4,87.8,9.6,Snowy
2023-07-17,Manchester,13.1,91.5,0.0,Foggy
2023-07-18,Manchester,16.7,87.4,0.0,Sunny
2023-07-19,Manchester,16.7,89.1,0.0,Sunny
2023-07-20,Manchester,12.9,67.5,4.0,Foggy
2023-07-21,Manchester,13.9,61.3,0.0,Cloudy
2023-07-22,Manchester,17.5,69.3,6.3,Snowy
2023-07-23,Manchester,21.0,69.7,5.4,Rainy
2023-07-24,Manchester,14.2,74.9,0.0,Rainy
2023-07-25,Manchester,11.3,85.1,2.0,Rainy
2023-07-26,Manchester,14.0,83.7,4.7,Rainy
2023-07-27,Manchester,11.9,82.2,0.0,Rainy
2023-07-28,Manchester,21.1,79.5,0.0,Sunny
2023-07-29,Manchester,21.5,63.5,3.4,Sunny
2023-07-30,Manchester,11.7,62.6,0.0,Sunny
2023-07-31,Manchester,16.4,77.4,0.0,Partly Cloudy
2023-08-01,Manchester,8.0,72.8,7.5,Heavy Rain
2023-08-02,Manchester,2.6,79.8,0.0,Cloudy
2023-08-03,Manchester,8.7,63.8,6.0,Heavy Rain
2023-08-04,Manchester,7.1,70.9,14.4,Snowy
2023-08-05,Manchester,10.6,71.9,0.0,Cloudy
2023-08-06,Manchester,12.2,78.4,0.0,Overcast
2023-08-07,Manchester,11.3,87.9,0.0,Sunny
2023-08-08,Manchester,13.5,70.4,0.0,Snowy
2023-08-09,Manchester,14.4,84.7,0.0,Foggy
2023-08-10,Manchester,8.1,68.1,3.1,Sunny
2023-08-11,Manchester,2.6,83.3,1.1,Sunny
2023-08-12,Manchester,14.5,93.8,0.0,Foggy
2023-08-13,Manchester,15.8,84.6,0.0,Partly Cloudy
2023-08-14,Manchester,10.9,87.4,0.0,Snowy
2023-08-15,Manchester,8.9,69.7,11.8,Snowy
2023-08-16,Manchester,12.2,64.4,4.7,Snowy
2023-08-17,Manchester,6.1,82.7,0.0,Foggy
2023-08-18,Manchester,10.3,66.5,0.0,Overcast
2023-08-19,Manchester,11.9,78.9,12.2,Rainy
2023-08-20,Manchester,10.4,78.1,2.6,Sunny
2023-08-21,Manchester,6.2,83.4,0.8,Sunny
2023-08-22,Manchester,6.7,84.3,6.7,Rainy
2023-08-23,Manchester,9.7,74.8,0.0,Foggy
2023-08-24,Manchester,7.2,88.9,1.8,Rainy
2023-08-25,Manchester,10.2,65.6,0.0,Foggy
2023-08-26,Manchester,12.3,73.2,4.8,Rainy
2023-08-27,Manchester,10.6,77.5,3.1,Cloudy
2023-08-28,Manchester,8.7,62.9,0.0,Rainy
2023-08-29,Manchester,12.9,69.7,7.0,Snowy
2023-08-30,Manchester,10.5,65.4,0.0,Rainy
2023-08-31,Manchester,14.1,73.8,1.2,Foggy
2023-09-01,Manchester,5.7,82.2,3.8,Rainy
2023-09-02,Manchester,6.0,86.0,6.3,Heavy Rain
2023-09-03,Manchester,4.1,87.7,3.5,Foggy
2023-09-04,Manchester,-1.2,85.7,2.7,Snowy
2023-09-05,Manchester,8.1,83.1,0.0,Foggy
2023-09-06,Manchester,5.1,69.5,0.0,Overcast
2023-09-07,Manchester,3.8,72.3,0.0,Snowy
2023-09-08,Manchester,8.1,87.9,10.1,Rainy
2023-09-09,Manchester,0.9,84.9,0.0,Rainy
2023-09-10,Manchester,-1.8,60.4,3.9,Overcast
2023-09-11,Manchester,10.4,83.8,0.0,Foggy
2023-09-12,Manchester,7.1,64.8,8.5,Heavy Rain
2023-09-13,Manchester,0.2,94.5,1.1,Cloudy
2023-09-14,Manchester,8.8,92.7,4.9,Cloudy
2023-09-15,Manchester,-0.9,76.9,8.7,Heavy Rain
2023-09-16,Manchester,9.8,85.7,4.0,Rainy
2023-09-17,Manchester,7.4,84.7,0.6,Foggy
2023-09-18,Manchester,7.2,66.0,3.3,Foggy
2023-09-19,Manchester,3.5,90.5,6.6,Rainy
2023-09-20,Manchester,2.6,77.3,1.2,Snowy
2023-09-21,Manchester,11.1,73.1,0.0,Sunny
2023-09-22,Manchester,4.0,73.9,7.3,Heavy Rain
2023-09-23,Manchester,7.1,62.8,0.0,Sunny
2023-09-24,Manchester,0.5,88.8,9.0,Snowy
2023-09-25,Manchester,7.0,82.1,4.3,Sunny
2023-09-26,Manchester,0.6,65.2,2.4,Snowy
2023-09-27,Manchester,3.8,66.2,0.0,Overcast
2023-09-28,Manchester,8.4,64.1,5.5,Snowy
2023-09-29,Manchester,9.5,69.7,0.7,Snowy
2023-09-30,Manchester,8.8,60.8,0.7,Sunny
2023-10-01,Manchester,-0.4,64.4,0.0,Sunny
2023-10-02,Manchester,-0.4,91.0,12.8,Heavy Rain
2023-10-03,Manchester,0.5,63.2,2.8,Foggy
2023-10-04,Manchester,-3.4,63.2,0.0,Cloudy
2023-10-05,Manchester,-1.4,77.0,0.0,Sunny
2023-10-06,Manchester,-5.3,76.8,0.0,Sunny
2023-10-07,Manchester,0.6,71.9,16.1,Heavy Rain
2023-10-08,Manchester,-1.1,70.8,0.0,Snowy
2023-10-09,Manchester,-3.5,76.5,9.4,Snowy
2023-10-10,Manchester,1.9,93.5,0.0,Cloudy
2023-10-11,Manchester,4.2,74.9,0.0,Rainy
2023-10-12,Manchester,-4.5,71.6,2.0,Foggy
2023-10-13,Manchester,-3.6,69.5,0.5,Snowy
2023-10-14,Manchester,-2.0,61.5,7.4,Rainy
2023-10-15,Manchester,6.1,74.6,4.2,Rainy
2023-10-16,Manchester,-1.8,63.3,4.7,Cloudy
2023-10-17,Manchester,1.1,91.5,0.0,Cloudy
2023-10-18,Manchester,-1.0,94.6,2.9,Cloudy
2023-10-19,Manchester,2.8,79.9,4.3,Sunny
2023-10-20,Manchester,-0.9,78.6,0.0,Foggy
2023-10-21,Manchester,2.0,77.4,3.4,Overcast
2023-10-22,Manchester,2.7,83.0,0.0,Foggy
2023-10-23,Manchester,-0.9,89.6,0.0,Sunny
2023-10-24,Manchester,2.8,90.4,6.1,Heavy Rain
2023-10-25,Manchester,-3.1,82.4,3.7,Foggy
2023-10-26,Manchester,-0.4,69.3,7.6,Heavy Rain
2023-10-27,Manchester,1.0,73.1,0.5,Foggy
2023-10-28,Manchester,-3.5,65.2,4.4,Rainy
2023-10-29,Manchester,-4.4,92.9,13.9,Heavy Rain
2023-10-30,Manchester,-4.7,93.0,0.0,Cloudy
2023-10-31,Manchester,0.0,87.8,10.1,Rainy
2023-11-01,Manchester,-5.5,84.7,1.1,Foggy
2023-11-02,Manchester,-3.1,92.6,0.3,Overcast
2023-11-03,Manchester,0.2,83.2,5.4,Heavy Rain
2023-11-04,Manchester,-3.8,77.2,8.6,Snowy
2023-11-05,Manchester,-0.3,91.5,3.4,Cloudy
2023-11-06,Manchester,-1.2,86.1,0.0,Foggy
2023-11-07,Manchester,-5.4,88.3,11.5,Snowy
2023-11-08,Manchester,-2.8,90.6,4.3,Foggy
2023-11-09,Manchester,-2.9,83.4,0.0,Foggy
2023-11-10,Manchester,0.7,63.6,1.3,Snowy
2023-11-11,Manchester,-6.7,76.2,4.5,Sunny
2023-11-12,Manchester,-2.8,82.0,8.4,Rainy
2023-11-13,Manchester,-3.6,63.3,0.0,Foggy
2023-11-14,Manchester,-8.4,76.6,3.1,Rainy
2023-11-15,Manchester,-6.0,62.5,0.0,Sunny
2023-11-16,Manchester,-6.0,75.5,0.0,Overcast
2023-11-17,Manchester,-9.6,93.5,0.1,Foggy
2023-11-18,Manchester,-5.7,70.9,11.4,Heavy Rain
2023-11-19,Manchester,-1.4,75.5,0.0,Sunny
2023-11-20,Manchester,-0.7,91.9,6.9,Rainy
2023-11-21,Manchester,-3.6,88.3,0.1,Snowy
2023-11-22,Manchester,-3.1,78.0,3.0,Rainy
2023-11-23,Manchester,-5.6,94.3,0.0,Cloudy
2023-11-24,Manchester,-5.4,89.8,6.7,Heavy Rain
2023-11-25,Manchester,-3.3,91.7,3.0,Overcast
2023-11-26,Manchester,0.5,91.4,0.0,Overcast
2023-11-27,Manchester,-8.8,93.3,0.0,Cloudy
2023-11-28,Manchester,-4.1,90.6,0.0,Overcast
2023-11-29,Manchester,-5.8,63.0,0.0,Cloudy
2023-11-30,Manchester,-7.9,89.3,5.4,Heavy Rain
2023-12-01,Manchester,-4.0,71.2,2.5,Rainy
2023-12-02,Manchester,-6.7,64.3,0.0,Foggy
2023-12-03,Manchester,-7.4,68.7,11.4,Snowy
2023-12-04,Manchester,-8.6,89.9,6.7,Rainy
2023-12-05,Manchester,-1.8,81.5,7.8,Snowy
2023-12-06,Manchester,-4.1,64.3,0.0,Cloudy
2023-12-07,Manchester,-8.4,94.7,0.0,Cloudy
2023-12-08,Manchester,-5.4,84.6,0.0,Foggy
2023-12-09,Manchester,-5.3,81.0,0.0,Snowy
2023-12-10,Manchester,-9.3,83.3,0.0,Snowy
2023-12-11,Manchester,-5.4,85.7,0.0,Sunny
2023-12-12,Manchester,-4.0,69.1,0.0,Cloudy
2023-12-13,Manchester,-8.7,62.7,0.0,Foggy
2023-12-14,Manchester,-5.1,61.4,4.0,Foggy
2023-12-15,Manchester,-5.8,77.7,5.8,Heavy Rain
2023-12-16,Manchester,-2.3,67.4,7.0,Heavy Rain
2023-12-17,Manchester,-6.3,83.3,6.2,Heavy Rain
2023-12-18,Manchester,-4.7,60.6,0.0,Snowy
2023-12-19,Manchester,-2.3,84.5,0.0,Foggy
2023-12-20,Manchester,-6.0,90.6,9.3,Heavy Rain
2023-12-21,Manchester,-3.1,63.2,1.8,Cloudy
2023-12-22,Manchester,-1.8,61.8,0.0,Rainy
2023-12-23,Manchester,-5.3,76.6,0.0,Overcast
2023-12-24,Manchester,-7.6,69.6,4.1,Foggy
2023-12-25,Manchester,-5.8,66.3,4.3,Rainy
2023-12-26,Manchester,-4.3,83.2,0.0,Snowy
2023-12-27,Manchester,-7.4,83.4,0.0,Foggy
2023-12-28,Manchester,-4.5,78.9,1.7,Foggy
2023-12-29,Manchester,-5.0,92.1,4.5,Foggy
2023-12-30,Manchester,-2.1,72.1,0.0,Snowy
2023-12-31,Manchester,-2.1,80.9,8.4,Snowy
2023-01-01,Edinburgh,-10.7,76.6,10.8,Heavy Rain
2023-01-02,Edinburgh,-2.6,86.7,9.6,Snowy
2023-01-03,Edinburgh,-2.9,91.8,9.9,Heavy Rain
2023-01-04,Edinburgh,-4.6,78.4,11.2,Rainy
2023-01-05,Edinburgh,-3.8,88.8,5.9,Heavy Rain
2023-01-06,Edinburgh,-0.6,76.8,3.4,Rainy
2023-01-07,Edinburgh,-6.6,70.2,6.6,Snowy
2023-01-08,Edinburgh,-6.9,60.0,2.3,Rainy
2023-01-09,Edinburgh,-4.8,71.3,6.0,Snowy
2023-01-10,Edinburgh,-5.2,76.9,7.6,Heavy Rain
2023-01-11,Edinburgh,-1.6,63.7,5.9,Snowy
2023-01-12,Edinburgh,-7.8,88.9,8.1,Rainy
2023-01-13,Edinburgh,-11.6,73.2,0.0,Sunny
2023-01-14,Edinburgh,-4.2,66.3,2.2,Sunny
2023-01-15,Edinburgh,-5.4,67.8,0.0,Cloudy
2023-01-16,Edinburgh,-10.4,78.3,4.0,Rainy
2023-01-17,Edinburgh,-3.0,70.0,2.7,Snowy
2023-01-18,Edinburgh,-3.3,84.6,0.0,Sunny
2023-01-19,Edinburgh,-4.9,94.4,0.0,Foggy
2023-01-20,Edinburgh,-2.3,71.7,0.0,Snowy
2023-01-21,Edinburgh,-4.3,93.7,4.4,Cloudy
2023-01-22,Edinburgh,-6.0,72.2,0.0,Foggy
2023-01-23,Edinburgh,-5.3,72.9,4.4,Sunny
2023-01-24,Edinburgh,-1.8,77.7,4.6,Cloudy
2023-01-25,Edinburgh,-6.9,88.8,0.0,Foggy
2023-01-26,Edinburgh,-1.7,72.5,0.0,Foggy
2023-01-27,Edinburgh,-9.6,72.1,0.0,Snowy
2023-01-28,Edinburgh,1.4,76.2,0.0,Rainy
2023-01-29,Edinburgh,-7.1,91.7,4.1,Foggy
2023-01-30,Edinburgh,-8.2,90.5,2.3,Cloudy
2023-01-31,Edinburgh,-4.1,76.7,0.0,Rainy
2023-02-01,Edinburgh,-2.8,75.1,0.0,Snowy
2023-02-02,Edinburgh,2.6,66.6,0.0,Foggy
2023-02-03,Edinburgh,-1.7,60.3,3.1,Overcast
2023-02-04,Edinburgh,-2.1,89.2,1.2,Sunny
2023-02-05,Edinburgh,-0.3,63.2,4.8,Cloudy
2023-02-06,Edinburgh,3.3,65.7,0.0,Overcast
2023-02-07,Edinburgh,-3.7,88.2,1.3,Overcast
2023-02-08,Edinburgh,1.2,92.6,0.0,Overcast
2023-02-09,Edinburgh,2.6,72.1,2.2,Sunny
2023-02-10,Edinburgh,-2.2,63.2,0.0,Foggy
2023-02-11,Edinburgh,1.1,67.2,0.0,Cloudy
2023-02-12,Edinburgh,-3.9,66.6,6.0,Rainy
2023-02-13,Edinburgh,-0.3,88.6,8.2,Heavy Rain
2023-02-14,Edinburgh,1.7,90.4,0.0,Foggy
2023-02-15,Edinburgh,-2.6,79.7,0.0,Cloudy
2023-02-16,Edinburgh,-7.8,62.7,5.0,Rainy
2023-02-17,Edinburgh,0.2,81.4,8.6,Rainy
2023-02-18,Edinburgh,0.5,76.9,1.4,Rainy
2023-02-19,Edinburgh,-0.3,77.8,0.0,Overcast
2023-02-20,Edinburgh,4.8,79.6,9.7,Rainy
2023-02-21,Edinburgh,-0.7,85.0,4.0,Sunny
2023-02-22,Edinburgh,0.5,87.9,0.0,Cloudy
2023-02-23,Edinburgh,-2.4,83.8,2.2,Cloudy
2023-02-24,Edinburgh,-3.6,83.8,4.7,Foggy
2023-02-25,Edinburgh,2.1,94.8,0.0,Overcast
2023-02-26,Edinburgh,-1.6,77.9,0.0,Snowy
2023-02-27,Edinburgh,-3.3,67.4,0.0,Snowy
2023-02-28,Edinburgh,0.8,69.0,6.5,Heavy Rain
2023-03-01,Edinburgh,7.9,94.4,2.6,Foggy
2023-03-02,Edinburgh,5.0,62.9,6.1,Snowy
2023-03-03,Edinburgh,10.0,75.4,0.0,Cloudy
2023-03-04,Edinburgh,3.5,89.3,3.0,Sunny
2023-03-05,Edinburgh,5.6,94.6,7.9,Heavy Rain
2023-03-06,Edinburgh,1.0,69.7,13.9,Snowy
2023-03-07,Edinburgh,1.4,64.8,0.0,Sunny
2023-03-08,Edinburgh,-0.8,78.4,1.4,Rainy
2023-03-09,Edinburgh,4.3,80.1,3.1,Rainy
2023-03-10,Edinburgh,6.0,82.8,0.0,Sunny
2023-03-11,Edinburgh,5.2,61.1,11.5,Heavy Rain
2023-03-12,Edinburgh,4.0,79.1,3.8,Rainy
2023-03-13,Edinburgh,10.0,84.1,8.2,Snowy
2023-03-14,Edinburgh,8.4,90.7,2.4,Overcast
2023-03-15,Edinburgh,10.7,64.6,4.6,Snowy
2023-03-16,Edinburgh,-1.7,74.2,0.0,Foggy
2023-03-17,Edinburgh,3.8,85.8,2.5,Overcast
2023-03-18,Edinburgh,2.6,68.5,0.3,Cloudy
2023-03-19,Edinburgh,2.9,73.8,0.5,Sunny
2023-03-20,Edinburgh,3.4,85.8,0.0,Sunny
2023-03-21,Edinburgh,12.3,92.5,7.8,Heavy Rain
2023-03-22,Edinburgh,4.6,90.2,3.6,Cloudy
2023-03-23,Edinburgh,6.2,92.0,0.0,Foggy
2023-03-24,Edinburgh,2.1,72.9,11.4,Heavy Rain
2023-03-25,Edinburgh,6.3,75.8,0.0,Snowy
2023-03-26,Edinburgh,-1.1,82.0,1.4,Sunny
2023-03-27,Edinburgh,5.2,83.0,0.0,Foggy
2023-03-28,Edinburgh,6.3,92.2,0.0,Foggy
2023-03-29,Edinburgh,6.8,62.8,0.0,Overcast
2023-03-30,Edinburgh,7.3,75.5,5.0,Overcast
2023-03-31,Edinburgh,5.4,91.3,3.1,Overcast
2023-04-01,Edinburgh,7.6,76.7,5.1,Snowy
2023-04-02,Edinburgh,12.3,93.9,0.0,Foggy
2023-04-03,Edinburgh,8.6,62.1,0.0,Cloudy
2023-04-04,Edinburgh,13.2,64.8,7.7,Rainy
2023-04-05,Edinburgh,7.3,73.3,4.5,Cloudy
2023-04-06,Edinburgh,10.4,82.9,0.0,Sunny
2023-04-07,Edinburgh,11.6,60.7,0.0,Cloudy
2023-04-08,Edinburgh,5.4,72.8,0.0,Snowy
2023-04-09,Edinburgh,7.1,73.1,5.5,Heavy Rain
2023-04-10,Edinburgh,17.0,93.7,0.0,Foggy
2023-04-11,Edinburgh,7.6,76.4,1.3,Rainy
2023-04-12,Edinburgh,10.6,78.6,0.0,Sunny
2023-04-13,Edinburgh,13.1,71.5,0.0,Snowy
2023-04-14,Edinburgh,12.7,77.0,5.0,Sunny
2023-04-15,Edinburgh,6.0,66.1,1.6,Overcast
2023-04-16,Edinburgh,9.2,88.3,0.0,Foggy
2023-04-17,Edinburgh,8.4,62.3,0.3,Overcast
2023-04-18,Edinburgh,10.9,77.4,4.6,Cloudy
2023-04-19,Edinburgh,6.6,63.6,0.0,Overcast
2023-04-20,Edinburgh,10.3,67.8,2.9,Rainy
2023-04-21,Edinburgh,11.5,79.1,4.8,Cloudy
2023-04-22,Edinburgh,13.1,65.1,0.7,Rainy
2023-04-23,Edinburgh,9.9,93.1,2.2,Foggy
2023-04-24,Edinburgh,14.0,79.2,9.7,Rainy
2023-04-25,Edinburgh,9.2,71.1,6.2,Heavy Rain
2023-04-26,Edinburgh,11.6,86.4,5.5,Rainy
2023-04-27,Edinburgh,14.3,90.2,0.0,Overcast
2023-04-28,Edinburgh,10.9,72.0,8.8,Heavy Rain
2023-04-29,Edinburgh,7.5,87.6,6.9,Rainy
2023-04-30,Edinburgh,10.8,63.4,0.0,Sunny
2023-05-01,Edinburgh,16.0,62.0,0.0,Sunny
2023-05-02,Edinburgh,14.6,92.3,4.3,Overcast
2023-05-03,Edinburgh,11.1,85.9,0.0,Snowy
2023-05-04,Edinburgh,11.6,75.5,0.0,Snowy
2023-05-05,Edinburgh,11.2,80.6,0.0,Overcast
2023-05-06,Edinburgh,15.9,70.9,7.0,Snowy
2023-05-07,Edinburgh,15.2,69.0,0.0,Partly Cloudy
2023-05-08,Edinburgh,10.8,67.1,0.0,Snowy
2023-05-09,Edinburgh,10.5,61.1,0.0,Sunny
2023-05-10,Edinburgh,17.4,75.6,0.1,Cloudy
2023-05-11,Edinburgh,5.2,91.9,0.0,Cloudy
2023-05-12,Edinburgh,7.8,73.4,3.8,Cloudy
2023-05-13,Edinburgh,14.6,82.4,2.5,Foggy
2023-05-14,Edinburgh,6.4,94.1,0.2,Foggy
2023-05-15,Edinburgh,10.4,75.4,2.8,Overcast
2023-05-16,Edinburgh,16.7,68.7,2.3,Overcast
2023-05-17,Edinburgh,14.5,76.8,2.0,Cloudy
2023-05-18,Edinburgh,7.0,85.6,2.3,Foggy
2023-05-19,Edinburgh,10.2,79.5,0.0,Rainy
2023-05-20,Edinburgh,11.0,71.0,0.0,Foggy
2023-05-21,Edinburgh,13.1,65.6,3.6,Sunny
2023-05-22,Edinburgh,15.6,74.2,4.7,Overcast
2023-05-23,Edinburgh,9.8,60.8,5.1,Rainy
2023-05-24,Edinburgh,10.8,83.9,0.0,Snowy
2023-05-25,Edinburgh,6.1,86.5,0.0,Sunny
2023-05-26,Edinburgh,11.9,67.7,0.3,Sunny
2023-05-27,Edinburgh,11.3,93.2,8.4,Heavy Rain
2023-05-28,Edinburgh,12.0,69.3,4.6,Sunny
2023-05-29,Edinburgh,11.7,61.9,1.5,Cloudy
2023-05-30,Edinburgh,16.3,73.6,0.0,Sunny
2023-05-31,Edinburgh,10.1,68.0,0.1,Sunny
2023-06-01,Edinburgh,15.1,89.3,0.0,Partly Cloudy
2023-06-02,Edinburgh,11.1,60.3,7.2,Heavy Rain
2023-06-03,Edinburgh,15.6,90.4,5.5,Rainy
2023-06-04,Edinburgh,20.9,65.1,0.0,Partly Cloudy
2023-06-05,Edinburgh,13.1,84.2,0.0,Cloudy
2023-06-06,Edinburgh,9.9,84.0,8.7,Rainy
2023-06-07,Edinburgh,16.1,84.9,0.0,Partly Cloudy
2023-06-08,Edinburgh,16.7,68.3,0.5,Overcast
2023-06-09,Edinburgh,15.2,65.1,9.4,Rainy
2023-06-10,Edinburgh,15.8,83.4,4.8,Foggy
2023-06-11,Edinburgh,13.2,61.4,5.8,Rainy
2023-06-12,Edinburgh,12.7,70.4,4.5,Sunny
2023-06-13,Edinburgh,21.9,68.4,0.0,Sunny
2023-06-14,Edinburgh,20.2,70.2,2.7,Cloudy
2023-06-15,Edinburgh,10.1,68.8,2.3,Sunny
2023-06-16,Edinburgh,13.8,91.2,4.6,Foggy
2023-06-17,Edinburgh,20.1,78.3,9.0,Rainy
2023-06-18,Edinburgh,12.2,67.2,0.0,Snowy
2023-06-19,Edinburgh,9.2,60.7,8.0,Snowy
2023-06-20,Edinburgh,10.4,80.0,0.0,Overcast
2023-06-21,Edinburgh,15.4,71.7,2.3,Sunny
2023-06-22,Edinburgh,14.1,79.1,3.5,Sunny
2023-06-23,Edinburgh,15.4,85.3,4.9,Overcast
2023-06-24,Edinburgh,16.4,68.9,0.0,Sunny
2023-06-25,Edinburgh,16.0,63.4,3.3,Overcast
2023-06-26,Edinburgh,16.4,82.6,0.0,Partly Cloudy
2023-06-27,Edinburgh,13.7,73.1,0.1,Overcast
2023-06-28,Edinburgh,13.2,81.8,0.0,Foggy
2023-06-29,Edinburgh,16.2,91.1,6.2,Heavy Rain
2023-06-30,Edinburgh,12.9,83.2,7.1,Heavy Rain
2023-07-01,Edinburgh,11.1,67.1,0.0,Sunny
2023-07-02,Edinburgh,12.1,71.5,5.5,Rainy
2023-07-03,Edinburgh,17.9,62.4,5.2,Snowy
2023-07-04,Edinburgh,11.8,63.7,0.0,Snowy
2023-07-05,Edinburgh,7.6,82.3,1.4,Sunny
2023-07-06,Edinburgh,12.5,66.0,0.0,Sunny
2023-07-07,Edinburgh,14.4,85.8,0.8,Foggy
2023-07-08,Edinburgh,17.5,65.2,2.9,Cloudy
2023-07-09,Edinburgh,12.7,62.6,0.0,Cloudy
2023-07-10,Edinburgh,10.1,77.9,1.6,Foggy
2023-07-11,Edinburgh,7.3,93.9,0.7,Overcast
2023-07-12,Edinburgh,9.5,90.8,4.1,Cloudy
2023-07-13,Edinburgh,16.2,90.0,7.2,Rainy
2023-07-14,Edinburgh,9.6,63.6,11.0,Snowy
2023-07-15,Edinburgh,14.9,92.1,1.3,Overcast
2023-07-16,Edinburgh,14.9,87.5,6.7,Snowy
2023-07-17,Edinburgh,17.1,80.8,5.2,Snowy
2023-07-18,Edinburgh,16.2,72.8,7.7,Rainy
2023-07-19,Edinburgh,14.3,82.3,5.0,Snowy
2023-07-20,Edinburgh,13.6,61.0,1.6,Overcast
2023-07-21,Edinburgh,12.1,79.9,0.0,Foggy
2023-07-22,Edinburgh,13.4,79.3,0.0,Snowy
2023-07-23,Edinburgh,17.5,77.7,12.1,Snowy
2023-07-24,Edinburgh,12.4,87.7,6.7,Snowy
2023-07-25,Edinburgh,11.5,90.8,0.0,Foggy
2023-07-26,Edinburgh,15.0,85.3,0.7,Cloudy
2023-07-27,Edinburgh,13.4,70.6,3.8,Foggy
2023-07-28,Edinburgh,11.9,83.3,0.8,Snowy
2023-07-29,Edinburgh,12.8,74.8,15.6,Snowy
2023-07-30,Edinburgh,18.1,80.1,0.0,Sunny
2023-07-31,Edinburgh,16.5,64.4,0.0,Partly Cloudy
2023-08-01,Edinburgh,8.9,70.1,1.8,Overcast
2023-08-02,Edinburgh,1.6,89.4,13.2,Heavy Rain
2023-08-03,Edinburgh,7.5,80.0,3.6,Rainy
2023-08-04,Edinburgh,17.5,73.1,0.0,Sunny
2023-08-05,Edinburgh,12.9,68.1,1.3,Sunny
2023-08-06,Edinburgh,8.9,87.6,0.0,Cloudy
2023-08-07,Edinburgh,12.6,70.9,8.1,Heavy Rain
2023-08-08,Edinburgh,13.5,87.9,0.6,Snowy
2023-08-09,Edinburgh,11.9,63.3,6.7,Rainy
2023-08-10,Edinburgh,5.9,76.7,0.0,Cloudy
2023-08-11,Edinburgh,11.2,70.9,0.0,Foggy
2023-08-12,Edinburgh,10.6,90.9,0.0,Cloudy
2023-08-13,Edinburgh,6.0,61.7,1.8,Foggy
2023-08-14,Edinburgh,13.7,62.7,0.0,Rainy
2023-08-15,Edinburgh,9.5,81.0,10.3,Snowy
